receptor,tf,species
ADCY7,CLOCK,Human
ADCY7,ARID1B,Human
ADCY7,SMARCA2,Human
ADCY7,SMARCA4,Human
ADCY7,SMARCB1,Human
ADCY7,SMARCC1,Human
ADCY7,SMARCC2,Human
ADCY7,SMARCD1,Human
ADCY7,SMARCD2,Human
ADCY7,SMARCD3,Human
ADCY7,SMARCE1,Human
ADCY7,DPF1,Human
ADCY7,ARID1A,Human
ADCY7,THRA,Human
ADCY7,SMAD2,Human
ADCY7,JUNB,Human
ADCY7,ATF6,Human
ADCY7,DAXX,Human
ADCY7,TARDBP,Human
ADCY7,TRAF6,Human
ADCY7,CBX3,Human
ADCY7,IL1B,Human
ADCY7,TLR2,Human
ADCY7,NR1H3,Human
ADCY7,RXRA,Human
ADCY7,RB1,Human
ADCY7,RBL1,Human
ADCY7,RBL2,Human
ADCY7,AR,Human
ADCY7,ELK1,Human
ADCY7,TGFB1,Human
ADCY7,IL6,Human
ADCY7,RFC1,Human
ADCY7,TRIM25,Human
ADCY7,REL,Human
ADCY7,NFKBIB,Human
ADCY7,TRIM24,Human
ADCY7,BCR,Human
ADCY7,CUX1,Human
ADCY7,LRRFIP1,Human
ADCY7,CNTRL,Human
ADCY7,ZMYM2,Human
ADCY7,EGF,Human
ADCY7,VHL,Human
ADCY7,LIMD1,Human
ADCY7,EPAS1,Human
ADCY7,HIF3A,Human
ADCY7,WWP1,Human
ADCY7,PDGFB,Human
ADCY7,PDGFA,Human
ADCY7,TRIM27,Human
ADCY7,PDLIM7,Human
ADCY7,SOS2,Human
ADCY7,RNPS1,Human
ADCY7,UPF2,Human
ADCY7,NCOA6,Human
ADCY7,TNFSF12,Human
ADCY7,TNF,Human
ADCY7,NFKB2,Human
ADCY7,RELB,Human
ADCY7,IL2,Human
ADCY7,IKBKB,Human
ADCY7,IKBKG,Human
ADCY7,IFNG,Human
ADCY7,UBE2K,Human
ADCY7,TRIM21,Human
ADCY7,RNF4,Human
ADCY7,ZBTB16,Human
ADCY7,TRIM32,Human
ADCY7,ASB9,Human
ADCY7,RBCK1,Human
ADCY7,ASB8,Human
ADCY7,SMURF2,Human
ADCY7,RNF19A,Human
ADCY7,RLIM,Human
ADCY7,ASB6,Human
ADCY7,RNF14,Human
ADCY7,FBXO7,Human
ADCY7,ASB4,Human
ADCY7,AHCTF1,Human
ADCY7,RXRB,Human
ADCY7,NR1H2,Human
ADCY7,FHL2,Human
ADCY7,ANKRD1,Human
ADCY7,TRIB3,Human
ADCY7,GRHL1,Human
ADCY7,SIN3A,Human
ADCY7,AHRR,Human
ADCY7,ARNT,Human
ADCY7,AHR,Human
ADCY7,SREBF2,Human
ADCY7,NCOA2,Human
ADCY7,NCOA1,Human
ADCY7,SCD5,Human
ADCY7,NR1H4,Human
ADCY7,ARNT2,Human
ADCY7,PPARD,Human
ADCY7,EEF1A1,Human
ADCY7,JAG1,Human
ADCY7,DTX1,Human
ADCY7,RBPJ,Human
ADCY7,SNW1,Human
ADCY7,HDAC7,Human
ADCY7,HDAC10,Human
ADCY7,HDAC11,Human
ADCY7,HDAC8,Human
ADCY7,HDAC9,Human
ADCY7,DAB2,Human
ADCY7,NF1,Human
ADCY7,SMAD7,Human
ADCY7,TLE1,Human
ADCY7,TLE2,Human
ADCY7,TLE3,Human
ADCY7,TAX1BP3,Human
ADCY7,JUP,Human
ADCY7,ARHGAP35,Human
ADCY7,NELFB,Human
ADCY7,DDX5,Human
ADCY7,TBP,Human
ADCY7,GATA3,Human
ADCY7,GTF2A1,Human
ADCY7,GTF2A2,Human
ADCY7,FOXA1,Human
ADCY7,KAT2B,Human
ADCY7,CITED1,Human
ADCY7,TULP3,Human
ADCY7,ATM,Human
ADCY7,CDKN1A,Human
ADCY7,MDM4,Human
ADCY7,PTTG1,Human
ADCY7,TP53,Human
ADCY7,BRCA1,Human
ADCY7,TP53BP1,Human
ADCY7,PIAS4,Human
ADCY7,UIMC1,Human
ADCY7,FXR1,Human
ADCY7,SND1,Human
ADCY7,KIAA1549,Human
ADCY7,NPM1,Human
ADCY7,ETV6,Human
ADCY7,TRIP11,Human
ADCY7,RAD51B,Human
ADCY7,BRCA2,Human
ADCY7,RAD51,Human
ADCY7,BARD1,Human
ADCY7,BRIP1,Human
ADCY7,EED,Human
ADCY7,PML,Human
ADCY7,RBBP4,Human
ADCY7,SUZ12,Human
ADCY7,EZH2,Human
ADCY7,RBBP7,Human
ADCY7,TLR4,Human
ADCY7,SOS1,Human
ADCY7,IRF3,Human
ADCY7,TMF1,Human
ADCY7,POLR1C,Human
ADCY7,SMARCA5,Human
ADCY7,POLR1A,Human
ADCY7,POLR1D,Human
ADCY7,POLR2E,Human
ADCY7,DEK,Human
ADCY7,POLR2H,Human
ADCY7,POLR2K,Human
ADCY7,POLR2F,Human
ADCY7,POLR2L,Human
ADCY7,ERCC6,Human
ADCY7,TAF1C,Human
ADCY7,TAF1A,Human
ADCY7,TAF1B,Human
ADCY7,POLR1E,Human
ADCY7,POLR1B,Human
ADCY7,MYBBP1A,Human
ADCY7,BAZ1B,Human
ADCY7,HIVEP3,Human
ADCY7,BRD2,Human
ADCY7,RUNX3,Human
ADCY7,CBFB,Human
ADCY7,TP73,Human
ADCY7,JMY,Human
ADCY7,NR3C1,Human
ADCY7,PGR,Human
ADCY7,NR3C2,Human
ADCY7,BACH1,Human
ADCY7,NFE2L2,Human
ADCY7,TSC22D3,Human
ADCY7,RUNX1,Human
ADCY7,HLTF,Human
ADCY7,SHPRH,Human
ADCY7,CTR9,Human
ADCY7,RUVBL1,Human
ADCY7,EIF5B,Human
ADCY7,HNRNPD,Human
ADCY7,XRCC3,Human
ADCY7,KAT5,Human
ADCY7,KDM4B,Human
ADCY7,NSD2,Human
ADCY7,XPC,Human
ADCY7,DDB1,Human
ADCY7,DDB2,Human
ADCY7,ERCC2,Human
ADCY7,ERCC3,Human
ADCY7,GTF2H1,Human
ADCY7,GTF2H2,Human
ADCY7,GTF2H3,Human
ADCY7,GTF2H4,Human
ADCY7,TCEA1,Human
ADCY7,ERCC8,Human
ADCY7,XAB2,Human
ADCY7,GCFC2,Human
ADCY7,PAPOLA,Human
ADCY7,SMG6,Human
ADCY7,UPF1,Human
ADCY7,SMG1,Human
RACK1,STAT1,Human
RACK1,STAT2,Human
RACK1,IKBKB,Human
RACK1,TNF,Human
RACK1,RBCK1,Human
RACK1,IKBKG,Human
RACK1,CERS2,Human
RACK1,NFKB1,Human
RACK1,RELA,Human
RACK1,NFKB2,Human
RACK1,RELB,Human
RACK1,NFKBIA,Human
RACK1,NFKBIB,Human
RACK1,TRAF6,Human
RACK1,FOXO6,Human
RACK1,FOXO1,Human
RACK1,FOXO3,Human
RACK1,FOXO4,Human
RACK1,PTEN,Human
RACK1,IRF7,Human
RACK1,SRSF1,Human
RACK1,MAPK8,Human
RACK1,MAPK9,Human
RACK1,MAPK10,Human
RACK1,SREBF1,Human
RACK1,DAXX,Human
RACK1,XBP1,Human
RACK1,TLR4,Human
RACK1,REL,Human
RACK1,IFNB1,Human
RACK1,PSMD9,Human
RACK1,TNFAIP3,Human
RACK1,TAX1BP1,Human
RACK1,TRIM25,Human
RACK1,SRC,Human
RACK1,STAT3,Human
RACK1,AKT3,Human
RACK1,AKT1,Human
RACK1,AKT2,Human
RACK1,ATM,Human
RACK1,TP53,Human
RACK1,MAPK14,Human
RACK1,MAPK11,Human
RACK1,MAPK13,Human
RACK1,MAPK12,Human
RACK1,STAT5B,Human
RACK1,SOS1,Human
RACK1,SOS2,Human
RACK1,CDKN1A,Human
RACK1,PRKCA,Human
RACK1,CCND1,Human
RACK1,PPARG,Human
RACK1,PARP1,Human
RACK1,RB1CC1,Human
RACK1,STAT4,Human
RACK1,STAT5A,Human
RACK1,STAT6,Human
RACK1,MDM2,Human
RACK1,CTNNB1,Human
RACK1,TBL1X,Human
RACK1,GLI1,Human
RACK1,GLI2,Human
RACK1,GLI3,Human
RACK1,SMAD2,Human
RACK1,SMAD3,Human
RACK1,WWTR1,Human
RACK1,IRF3,Human
RACK1,MAPK1,Human
RACK1,MAPK3,Human
RACK1,BCL3,Human
RACK1,EGFR,Human
RACK1,IRF4,Human
RACK1,RORA,Human
RACK1,RORC,Human
RACK1,BIN1,Human
RACK1,PER1,Human
RACK1,PER3,Human
RACK1,PER2,Human
RACK1,HIF1A,Human
RACK1,THRA,Human
RACK1,FOS,Human
RACK1,JUNB,Human
RACK1,IL1B,Human
RACK1,TLR2,Human
RACK1,NR1H3,Human
RACK1,RXRA,Human
RACK1,RB1,Human
RACK1,RBL1,Human
RACK1,RBL2,Human
RACK1,IRF9,Human
RACK1,IL6,Human
RACK1,APC,Human
RACK1,RFC1,Human
RACK1,EIF2AK2,Human
RACK1,TRIM24,Human
RACK1,BCR,Human
RACK1,CUX1,Human
RACK1,LRRFIP1,Human
RACK1,CNTRL,Human
RACK1,ZMYM2,Human
RACK1,EGF,Human
RACK1,VHL,Human
RACK1,LIMD1,Human
RACK1,EPAS1,Human
RACK1,HIF3A,Human
RACK1,WWP1,Human
RACK1,HMGB1,Human
RACK1,PDGFB,Human
RACK1,ESR1,Human
RACK1,PDGFA,Human
RACK1,ESR2,Human
RACK1,TRIM27,Human
RACK1,MAF1,Human
RACK1,RNPS1,Human
RACK1,UPF2,Human
RACK1,ABL1,Human
RACK1,TNFSF12,Human
RACK1,IL2,Human
RACK1,TRIM21,Human
RACK1,UBE2K,Human
RACK1,RNF4,Human
RACK1,ZBTB16,Human
RACK1,TRIM32,Human
RACK1,ASB9,Human
RACK1,ASB8,Human
RACK1,SMURF2,Human
RACK1,RNF19A,Human
RACK1,RLIM,Human
RACK1,ASB6,Human
RACK1,RNF14,Human
RACK1,FBXO7,Human
RACK1,ASB4,Human
RACK1,NME2,Human
RACK1,AHRR,Human
RACK1,ENO1,Human
RACK1,ARNT,Human
RACK1,AHR,Human
RACK1,ARNT2,Human
RACK1,EEF1A1,Human
RACK1,JAG1,Human
RACK1,NOTCH4,Human
RACK1,NOTCH3,Human
RACK1,SUFU,Human
RACK1,SMAD7,Human
RACK1,TGFB1,Human
RACK1,NF1,Human
RACK1,TLE1,Human
RACK1,TLE2,Human
RACK1,TLE3,Human
RACK1,MEN1,Human
RACK1,TSG101,Human
RACK1,HSF1,Human
RACK1,MDM4,Human
RACK1,PTTG1,Human
RACK1,CDKN2A,Human
RACK1,FXR1,Human
RACK1,SND1,Human
RACK1,KIAA1549,Human
RACK1,NPM1,Human
RACK1,ETV6,Human
RACK1,TRIP11,Human
RACK1,RAD51B,Human
RACK1,BRCA1,Human
RACK1,BRCA2,Human
RACK1,RAD51,Human
RACK1,BARD1,Human
RACK1,BRIP1,Human
RACK1,XRCC6,Human
RACK1,XRCC5,Human
RACK1,IFI16,Human
RACK1,NR1H2,Human
RACK1,HIVEP3,Human
RACK1,TP73,Human
RACK1,EP300,Human
RACK1,RUNX3,Human
RACK1,RUNX2,Human
RACK1,JMY,Human
RACK1,BACH1,Human
RACK1,NFE2L2,Human
RACK1,TSC22D3,Human
RACK1,HLTF,Human
RACK1,SHPRH,Human
RACK1,CTR9,Human
RACK1,EIF5B,Human
RACK1,WDR5,Human
RACK1,ERCC8,Human
RACK1,DDB1,Human
RACK1,RBBP7,Human
RACK1,DDB2,Human
RACK1,RUVBL1,Human
RACK1,CRY1,Human
RACK1,HNRNPD,Human
RACK1,XRCC3,Human
RACK1,KAT5,Human
RACK1,KDM4B,Human
RACK1,NSD2,Human
RACK1,TP53BP1,Human
RACK1,PIAS4,Human
RACK1,UIMC1,Human
RACK1,XPC,Human
RACK1,ERCC2,Human
RACK1,ERCC3,Human
RACK1,GTF2H1,Human
RACK1,GTF2H2,Human
RACK1,GTF2H3,Human
RACK1,GTF2H4,Human
RACK1,TCEA1,Human
RACK1,ERCC6,Human
RACK1,XAB2,Human
RACK1,POLR2D,Human
RACK1,HNRNPR,Human
RACK1,PLRG1,Human
RACK1,PQBP1,Human
RACK1,GTF2F2,Human
RACK1,SNRPB,Human
RACK1,GCFC2,Human
RACK1,POLR2C,Human
RACK1,POLR2E,Human
RACK1,POLR2A,Human
RACK1,POLR2B,Human
RACK1,GTF2F1,Human
RACK1,FUS,Human
RACK1,POLR2I,Human
RACK1,RBMX,Human
RACK1,PAPOLA,Human
RACK1,POLR2H,Human
RACK1,POLR2J,Human
RACK1,POLR2K,Human
RACK1,POLR2F,Human
RACK1,HNRNPK,Human
RACK1,SNRPD1,Human
RACK1,POLR2G,Human
RACK1,POLR2L,Human
RACK1,YBX1,Human
RACK1,SRSF3,Human
RACK1,U2AF1,Human
RACK1,SRSF2,Human
RACK1,ELAVL2,Human
RACK1,SRSF9,Human
RACK1,SRSF5,Human
RACK1,SRSF6,Human
RACK1,SNW1,Human
RACK1,ALYREF,Human
RACK1,SUGP1,Human
RACK1,SRRM1,Human
RACK1,CTNNBL1,Human
RACK1,DHX38,Human
RACK1,CDC5L,Human
RACK1,HNRNPUL1,Human
RACK1,WBP11,Human
RACK1,SMG6,Human
RACK1,UPF1,Human
RACK1,SMG1,Human
IZUMO1R,SIRT2,Human
IZUMO1R,SIRT3,Human
IZUMO1R,SIRT1,Human
IZUMO1R,SIRT7,Human
IZUMO1R,ARHGAP35,Human
IZUMO1R,MAPK14,Human
IZUMO1R,MAPK11,Human
IZUMO1R,MAPK13,Human
IZUMO1R,MAPK12,Human
CD247,SOS1,Human
CD247,PTEN,Human
CD247,SOS2,Human
CD247,AKT3,Human
CD247,AKT1,Human
CD247,AKT2,Human
CD247,PRKCA,Human
CD247,ATM,Human
CD247,TP53,Human
CD247,EGFR,Human
CD247,FLT1,Human
CD247,CDKN1A,Human
CD247,FOXO1,Human
CD247,FOXO3,Human
CD247,MAPK8,Human
CD247,MAPK9,Human
CD247,MAPK10,Human
CD247,PPP3R1,Human
CD247,MAPK1,Human
CD247,MAPK3,Human
CD247,CTNNB1,Human
CD247,NFKB1,Human
CD247,RELA,Human
CD247,IKBKB,Human
CD247,IKBKG,Human
CD247,MAPK14,Human
CD247,MAPK11,Human
CD247,MAPK13,Human
CD247,MAPK12,Human
CD247,BIN1,Human
CD247,SRC,Human
CD247,HIF1A,Human
CD247,THRA,Human
CD247,FOS,Human
CD247,JUN,Human
CD247,NFATC1,Human
CD247,NFATC2,Human
CD247,NFATC3,Human
CD247,NFKBIA,Human
CD247,TLR4,Human
CD247,TRIM24,Human
CD247,BCR,Human
CD247,CUX1,Human
CD247,LRRFIP1,Human
CD247,CNTRL,Human
CD247,ZMYM2,Human
CD247,EGF,Human
CD247,PDGFB,Human
CD247,ESR1,Human
CD247,PDGFA,Human
CD247,ESR2,Human
CD247,IL2,Human
CD247,STAT3,Human
CD247,STAT1,Human
CD247,STAT5A,Human
CD247,STAT5B,Human
CD247,TRAF6,Human
CD247,NME2,Human
CD247,MEN1,Human
CD247,NPM1,Human
CD247,ETV6,Human
CD247,TRIP11,Human
CD247,IL1B,Human
CD247,TRIM25,Human
CD247,DAB2,Human
CD247,POLR1C,Human
CD247,SMARCA5,Human
CD247,POLR1A,Human
CD247,POLR1D,Human
CD247,POLR2E,Human
CD247,TBP,Human
CD247,DEK,Human
CD247,POLR2H,Human
CD247,POLR2K,Human
CD247,POLR2F,Human
CD247,POLR2L,Human
CD247,ERCC6,Human
CD247,EP300,Human
CD247,TAF1C,Human
CD247,TAF1A,Human
CD247,TAF1B,Human
CD247,KAT2B,Human
CD247,POLR1E,Human
CD247,POLR1B,Human
CD247,ENO1,Human
CD247,SIRT2,Human
CD247,SIRT3,Human
CD247,SIRT1,Human
CD247,SIRT7,Human
CD247,SMG6,Human
CD247,TSG101,Human
CD247,NFKB2,Human
CD247,RELB,Human
CD247,ATF4,Human
CD247,DAXX,Human
CD247,ABL1,Human
CD247,RASGRF1,Human
CD247,RGS14,Human
CD247,ID1,Human
CD247,NFATC4,Human
CD247,NFKBIB,Human
CD247,STAT2,Human
CD247,VHL,Human
CD247,CREBBP,Human
CD247,FOXO6,Human
CD247,FOXO4,Human
CD247,NRBF2,Human
CD247,PPARG,Human
CD247,PARP1,Human
CD247,RB1CC1,Human
CD247,STAT4,Human
CD247,STAT6,Human
CD247,RBCK1,Human
CD247,CDKN2A,Human
CD247,GATA4,Human
CD247,RBPJL,Human
CD247,RBPJ,Human
CD247,MAML3,Human
CD247,MAML1,Human
CD247,WWTR1,Human
CD247,TEAD1,Human
CD247,TEAD4,Human
CD247,TEAD3,Human
CD247,TEAD2,Human
CD247,SNAI1,Human
CD247,IRF7,Human
CD247,IRF3,Human
CD247,BCL3,Human
CD247,SRSF1,Human
CD247,IRF4,Human
CD247,RORA,Human
CD247,RORC,Human
CD247,ZNF274,Human
CD247,PRDM4,Human
CD247,SREBF1,Human
CD247,CREB3,Human
CD247,CREB1,Human
CD247,ATF2,Human
CD247,ATF6B,Human
CD247,CREB3L4,Human
CD247,CREB3L2,Human
CD247,CREB3L3,Human
CD247,CREB3L1,Human
CD247,CREB5,Human
CD247,TTF1,Human
CD247,PAX8,Human
CD247,TTF2,Human
CD247,RXRA,Human
CD247,RXRB,Human
CD247,RXRG,Human
CD247,THRB,Human
CD247,NCOA3,Human
CD247,NCOA1,Human
CD247,ATF1,Human
CD247,SMAD2,Human
CD247,NR1H3,Human
CD247,NR1H2,Human
CD247,JUNB,Human
CD247,ATF6,Human
CD247,TARDBP,Human
CD247,HCLS1,Human
CD247,TLR2,Human
CD247,IFNB1,Human
CD247,IRF9,Human
CD247,AR,Human
CD247,ELK1,Human
CD247,EPAS1,Human
CD247,MYC,Human
CD247,RB1,Human
CD247,CEBPA,Human
CD247,SPI1,Human
CD247,SMARCA2,Human
CD247,SMARCA4,Human
CD247,SMARCB1,Human
CD247,SMARCC1,Human
CD247,SMARCC2,Human
CD247,SMARCD1,Human
CD247,SMARCD2,Human
CD247,SMARCD3,Human
CD247,SMARCE1,Human
CD247,DPF1,Human
CD247,ARID1A,Human
CD247,JUP,Human
CD247,BATF,Human
CD247,BATF3,Human
CD247,TGFB1,Human
CD247,XBP1,Human
CD247,PIAS4,Human
CD247,IL6,Human
CD247,APC,Human
CD247,SATB1,Human
CD247,PSMD9,Human
CD247,RFC1,Human
CD247,TERF1,Human
CD247,TERF2,Human
CD247,MDM2,Human
CD247,CTR9,Human
CD247,REL,Human
CD247,EIF2AK2,Human
CD247,BRCA1,Human
CD247,LIMD1,Human
CD247,HIF3A,Human
CD247,WWP1,Human
CD247,PGR,Human
CD247,MXD4,Human
CD247,HMGB1,Human
CD247,TRIM27,Human
CD247,MAF1,Human
CD247,RAG1,Human
CD247,PDLIM7,Human
CD247,PDX1,Human
CD247,PTF1A,Human
CD247,MEIS1,Human
CD247,POLR2D,Human
CD247,HOXA2,Human
CD247,HOXA3,Human
CD247,HOXD4,Human
CD247,HOXC4,Human
CD247,HOXB3,Human
CD247,HOXB2,Human
CD247,HOXB1,Human
CD247,HOXB4,Human
CD247,POLR2C,Human
CD247,POLR2A,Human
CD247,PAX6,Human
CD247,POLR2B,Human
CD247,HOXD3,Human
CD247,PCGF2,Human
CD247,POLR2I,Human
CD247,CTCF,Human
CD247,POLR2J,Human
CD247,PKNOX1,Human
CD247,POLR2G,Human
CD247,HOXA4,Human
CD247,RUNX1,Human
CD247,CBFB,Human
CD247,HOXD1,Human
CD247,MAFB,Human
CD247,NCOA6,Human
CD247,ARHGAP35,Human
CD247,RARA,Human
CD247,RARB,Human
CD247,RARG,Human
CD247,YY1,Human
CD247,PBX1,Human
CD247,WDR5,Human
CD247,SOX9,Human
CD247,HDAC3,Human
CD247,NCOR1,Human
CD247,EED,Human
CD247,EGR2,Human
CD247,RBBP4,Human
CD247,SUZ12,Human
CD247,EZH2,Human
CD247,RBBP7,Human
CD247,KMT2C,Human
CD247,ASH2L,Human
CD247,RNPS1,Human
CD247,UPF2,Human
CD247,HES1,Human
CD247,SLA2,Human
CD247,IFNG,Human
CD247,TNFSF12,Human
CD247,TNF,Human
CD247,TRIM21,Human
CD247,UBE2K,Human
CD247,RNF4,Human
CD247,ZBTB16,Human
CD247,TRIM32,Human
CD247,ASB9,Human
CD247,ASB8,Human
CD247,SMURF2,Human
CD247,RNF19A,Human
CD247,RLIM,Human
CD247,ASB6,Human
CD247,RNF14,Human
CD247,FBXO7,Human
CD247,ASB4,Human
CD247,KNTC1,Human
CD247,AHCTF1,Human
CD247,CENPK,Human
CD247,SREBF2,Human
CD247,MLXIPL,Human
CD247,AHRR,Human
CD247,ARNT,Human
CD247,AHR,Human
CD247,NCOA2,Human
CD247,SCD5,Human
CD247,NR1H4,Human
CD247,ARNT2,Human
CD247,BRCA2,Human
CD247,RAD51,Human
CD247,EEF1A1,Human
CD247,JAG1,Human
CD247,NOTCH4,Human
CD247,NOTCH3,Human
CD247,NOTCH2,Human
CD247,ELF3,Human
CD247,HES5,Human
CD247,HEYL,Human
CD247,HEY2,Human
CD247,HEY1,Human
CD247,ATRX,Human
CD247,TNFAIP3,Human
CD247,KDM4B,Human
CD247,CCND1,Human
CD247,NF1,Human
CD247,AATF,Human
CD247,NR5A2,Human
CD247,ZNF217,Human
CD247,POU2F1,Human
CD247,GATA3,Human
CD247,FOXA1,Human
CD247,SMAD7,Human
CD247,GLI1,Human
CD247,GLI2,Human
CD247,GLI3,Human
CD247,TLE1,Human
CD247,TLE2,Human
CD247,TLE3,Human
CD247,SUFU,Human
CD247,MYCN,Human
CD247,TAX1BP3,Human
CD247,HDAC1,Human
CD247,KDM4C,Human
CD247,TAX1BP1,Human
CD247,SNW1,Human
CD247,HSF1,Human
CD247,TP53BP1,Human
CD247,MIS18BP1,Human
CD247,UIMC1,Human
CD247,RSF1,Human
CD247,RUVBL1,Human
CD247,MDM4,Human
CD247,PTTG1,Human
CD247,RBL2,Human
CD247,BARD1,Human
CD247,RBL1,Human
CD247,FOXM1,Human
CD247,NSD2,Human
CD247,KAT5,Human
CD247,PHF8,Human
CD247,FXR1,Human
CD247,SND1,Human
CD247,KIAA1549,Human
CD247,MECP2,Human
CD247,F2,Human
CD247,DNMT1,Human
CD247,DNMT3A,Human
CD247,PML,Human
CD247,PREB,Human
CD247,TMF1,Human
CD247,DENND4A,Human
CD247,CBX3,Human
CD247,MBD2,Human
CD247,PHF1,Human
CD247,AEBP2,Human
CD247,JARID2,Human
CD247,UHRF1,Human
CD247,DNMT3L,Human
CD247,MTF2,Human
CD247,BRD2,Human
CD247,RUNX3,Human
CD247,PPARGC1A,Human
CD247,TP73,Human
CD247,RUNX2,Human
CD247,HIVEP3,Human
CD247,JMY,Human
CD247,TBL1X,Human
CD247,NCOR2,Human
CD247,SIN3B,Human
CD247,GATA1,Human
CD247,ZFPM1,Human
CD247,SIN3A,Human
CD247,ING2,Human
CD247,NR3C2,Human
CD247,CBX4,Human
CD247,BMI1,Human
CD247,RING1,Human
CD247,SCMH1,Human
CD247,RNF2,Human
CD247,CBX8,Human
CD247,BACH1,Human
CD247,NFE2L2,Human
CD247,NR3C1,Human
CD247,CEBPB,Human
CD247,TSC22D3,Human
CD247,BRD8,Human
CD247,ING3,Human
CD247,TADA2A,Human
CD247,SUPT7L,Human
CD247,DR1,Human
CD247,TAF12,Human
CD247,TAF9,Human
CD247,ZZZ3,Human
CD247,MYSM1,Human
CD247,TAF9B,Human
CD247,HLTF,Human
CD247,SHPRH,Human
CD247,EIF5B,Human
CD247,TULP4,Human
CD247,KCNIP3,Human
CD247,PER2,Human
CD247,PER1,Human
CD247,CRY1,Human
CD247,HNRNPD,Human
CD247,KHSRP,Human
CD247,RAD51B,Human
CD247,XRCC3,Human
CD247,BRIP1,Human
CD247,EYA2,Human
CD247,EYA4,Human
CD247,EYA3,Human
CD247,APBB1,Human
CD247,XPC,Human
CD247,DDB1,Human
CD247,DDB2,Human
CD247,COPS2,Human
CD247,COPS5,Human
CD247,ERCC2,Human
CD247,ERCC3,Human
CD247,GTF2H1,Human
CD247,GTF2H2,Human
CD247,GTF2H3,Human
CD247,GTF2H4,Human
CD247,TCEA1,Human
CD247,ERCC8,Human
CD247,XAB2,Human
CD247,GCFC2,Human
CD247,PAPOLA,Human
CD247,ELAVL2,Human
CD247,DHX38,Human
CD247,HNRNPR,Human
CD247,PLRG1,Human
CD247,PQBP1,Human
CD247,SNRPB,Human
CD247,FUS,Human
CD247,HNRNPK,Human
CD247,SNRPD1,Human
CD247,SRSF3,Human
CD247,U2AF1,Human
CD247,SRSF2,Human
CD247,SRSF9,Human
CD247,SRSF5,Human
CD247,SRSF6,Human
CD247,ALYREF,Human
CD247,SUGP1,Human
CD247,CTNNBL1,Human
CD247,CDC5L,Human
CD247,HNRNPUL1,Human
CD247,WBP11,Human
CD247,SRRM1,Human
CD247,UBTF,Human
CD247,UPF1,Human
CD247,SMG1,Human
PTGER3,SRC,Human
PTGER3,RASGRF1,Human
PTGER3,MAPK1,Human
PTGER3,MAPK3,Human
PTGER3,MAPK14,Human
PTGER3,MAPK8,Human
PTGER3,MAPK11,Human
PTGER3,MAPK9,Human
PTGER3,MAPK10,Human
PTGER3,MAPK13,Human
PTGER3,MAPK12,Human
PTGER3,ESR1,Human
PTGER3,ESR2,Human
PTGER3,PTEN,Human
PTGER3,NME2,Human
PTGER3,AKT3,Human
PTGER3,AKT1,Human
PTGER3,AKT2,Human
PTGER3,PRKCA,Human
PTGER3,FOS,Human
PTGER3,JUN,Human
PTGER3,MED1,Human
PTGER3,SP1,Human
PTGER3,NCOA3,Human
PTGER3,EGFR,Human
PTGER3,FLT1,Human
PTGER3,CREB3,Human
PTGER3,CREB1,Human
PTGER3,CREBBP,Human
PTGER3,CREB3L4,Human
PTGER3,EP300,Human
PTGER3,GLI3,Human
PTGER3,NFATC1,Human
PTGER3,NFKB1,Human
PTGER3,NFKBIA,Human
PTGER3,PPARA,Human
PTGER3,RELA,Human
PTGER3,CREB3L2,Human
PTGER3,SOX9,Human
PTGER3,CREB3L3,Human
PTGER3,CREB3L1,Human
PTGER3,CREB5,Human
PTGER3,IKBKB,Human
PTGER3,IKBKG,Human
PTGER3,FOXO6,Human
PTGER3,FOXO1,Human
PTGER3,FOXO3,Human
PTGER3,FOXO4,Human
PTGER3,SOS1,Human
PTGER3,SOS2,Human
PTGER3,PPP3R1,Human
PTGER3,HIF1A,Human
PTGER3,PPARGC1A,Human
PTGER3,SREBF1,Human
PTGER3,EHMT2,Human
PTGER3,EHMT1,Human
PTGER3,SIRT1,Human
PTGER3,CDKN2A,Human
PTGER3,ATF2,Human
PTGER3,ATF6B,Human
PTGER3,ATF4,Human
PTGER3,CTNNB1,Human
PTGER3,NOTCH2,Human
PTGER3,NOTCH3,Human
PTGER3,NOTCH4,Human
PTGER3,GLI1,Human
PTGER3,GLI2,Human
PTGER3,KLF2,Human
PTGER3,HDAC5,Human
PTGER3,HDAC4,Human
PTGER3,TEAD1,Human
PTGER3,TEAD4,Human
PTGER3,TEAD3,Human
PTGER3,TEAD2,Human
PTGER3,GATA4,Human
PTGER3,BIN1,Human
PTGER3,CRY1,Human
PTGER3,PDX1,Human
PTGER3,TTF1,Human
PTGER3,PAX8,Human
PTGER3,TTF2,Human
PTGER3,THRA,Human
PTGER3,ATF1,Human
PTGER3,SMAD2,Human
PTGER3,NR5A1,Human
PTGER3,NR4A1,Human
PTGER3,PBX1,Human
PTGER3,MEF2A,Human
PTGER3,MEF2C,Human
PTGER3,MEF2D,Human
PTGER3,NR4A2,Human
PTGER3,RUNX2,Human
PTGER3,NR1H3,Human
PTGER3,NR1H2,Human
PTGER3,PSMD9,Human
PTGER3,NFATC3,Human
PTGER3,NFATC2,Human
PTGER3,TRIM24,Human
PTGER3,BCR,Human
PTGER3,CUX1,Human
PTGER3,LRRFIP1,Human
PTGER3,CNTRL,Human
PTGER3,ZMYM2,Human
PTGER3,TLR4,Human
PTGER3,TLR2,Human
