receptor,tf,species
GRIN2A,TRIB3,Human
GRIN2A,SIN3A,Human
GRIN2A,NPAS2,Human
GRIN2A,GRHL1,Human
GRIN2A,NOTCH2,Human
GRIN2A,NOTCH4,Human
GRIN2A,NOTCH3,Human
GRIN2A,RBPJ,Human
GRIN2A,SNW1,Human
GRIN2A,HDAC7,Human
GRIN2A,HDAC10,Human
GRIN2A,HDAC11,Human
GRIN2A,HDAC8,Human
GRIN2A,HDAC9,Human
GRIN2A,NF1,Human
GRIN2A,MEN1,Human
GRIN2A,JUP,Human
GRIN2A,KNTC1,Human
GRIN2A,AHCTF1,Human
GRIN2A,CENPK,Human
GRIN2A,RBFOX2,Human
GRIN2A,TIAL1,Human
GRIN2A,TULP3,Human
GRIN2A,PSIP1,Human
GRIN2A,HMGA1,Human
GRIN2A,TSG101,Human
GRIN2A,RB1CC1,Human
GRIN2A,HSF1,Human
GRIN2A,CDKN1A,Human
GRIN2A,F2,Human
GRIN2A,NR3C1,Human
GRIN2A,IRF3,Human
GRIN2A,NPM1,Human
GRIN2A,ETV6,Human
GRIN2A,TRIP11,Human
GRIN2A,EED,Human
GRIN2A,PML,Human
GRIN2A,RBBP4,Human
GRIN2A,SUZ12,Human
GRIN2A,EZH2,Human
GRIN2A,RBBP7,Human
GRIN2A,DAXX,Human
GRIN2A,SOS1,Human
GRIN2A,DAB2,Human
GRIN2A,DENND4A,Human
GRIN2A,BRD2,Human
GRIN2A,RUNX3,Human
GRIN2A,CBFB,Human
GRIN2A,RUNX1,Human
GRIN2A,ING2,Human
GRIN2A,NR3C2,Human
GRIN2A,NFE2L2,Human
GRIN2A,KCNIP3,Human
GRIN2A,ZFP36L1,Human
GRIN2A,ZFP36,Human
TMEM219,EGFR,Human
TMEM219,FLT1,Human
TMEM219,MEN1,Human
TMEM219,IL6,Human
TMEM219,BMP4,Human
MDGA1,SIRT2,Human
MDGA1,SIRT3,Human
MDGA1,SIRT1,Human
MDGA1,SIRT7,Human
MDGA1,ARHGAP35,Human
MDGA1,MAPK14,Human
MDGA1,MAPK11,Human
MDGA1,MAPK13,Human
MDGA1,MAPK12,Human
GP1BB,SRC,Human
GP1BB,PTEN,Human
GP1BB,AKT3,Human
GP1BB,AKT1,Human
GP1BB,AKT2,Human
GP1BB,FOXO1,Human
GP1BB,FOXO3,Human
GP1BB,NFKB1,Human
GP1BB,RELA,Human
GP1BB,BIN1,Human
GP1BB,PRKCA,Human
GP1BB,HIF1A,Human
GP1BB,THRA,Human
GP1BB,TRIM24,Human
GP1BB,BCR,Human
GP1BB,CUX1,Human
GP1BB,LRRFIP1,Human
GP1BB,CNTRL,Human
GP1BB,ZMYM2,Human
GP1BB,PDGFB,Human
GP1BB,ESR1,Human
GP1BB,PDGFA,Human
GP1BB,ESR2,Human
GP1BB,IL2,Human
GP1BB,MAPK3,Human
GP1BB,MAPK1,Human
GP1BB,STAT3,Human
GP1BB,STAT1,Human
GP1BB,STAT5A,Human
GP1BB,STAT5B,Human
GP1BB,SOS1,Human
GP1BB,NME2,Human
GP1BB,CCND1,Human
GP1BB,CDKN1A,Human
GP1BB,NPM1,Human
GP1BB,ETV6,Human
GP1BB,TRIP11,Human
GP1BB,ENO1,Human
GP1BB,SOS2,Human
GP1BB,EGFR,Human
GP1BB,RB1,Human
GP1BB,SMG6,Human
GP1BB,FLT1,Human
GP1BB,ATF4,Human
GP1BB,MAPK8,Human
GP1BB,MAPK9,Human
GP1BB,MAPK10,Human
GP1BB,STAT2,Human
GP1BB,IKBKB,Human
GP1BB,IKBKG,Human
GP1BB,VHL,Human
GP1BB,RBL1,Human
GP1BB,RBL2,Human
GP1BB,PPARG,Human
GP1BB,PARP1,Human
GP1BB,RB1CC1,Human
GP1BB,STAT4,Human
GP1BB,STAT6,Human
GP1BB,TP53,Human
GP1BB,CDKN2A,Human
GP1BB,PPP3R1,Human
GP1BB,MAPK14,Human
GP1BB,MAPK11,Human
GP1BB,MAPK13,Human
GP1BB,MAPK12,Human
GP1BB,WWTR1,Human
GP1BB,RASGRF1,Human
GP1BB,CTNNB1,Human
GP1BB,SNAI1,Human
GP1BB,YBX3,Human
GP1BB,RUNX1,Human
GP1BB,GATA4,Human
GP1BB,IRF4,Human
GP1BB,RORA,Human
GP1BB,RORC,Human
GP1BB,FOS,Human
GP1BB,JUN,Human
GP1BB,ABL1,Human
GP1BB,SREBF1,Human
GP1BB,CREB3,Human
GP1BB,CREB1,Human
GP1BB,ATF2,Human
GP1BB,ATF6B,Human
GP1BB,CREB3L4,Human
GP1BB,CREB3L2,Human
GP1BB,TTF1,Human
GP1BB,PAX8,Human
GP1BB,TTF2,Human
GP1BB,CREB3L3,Human
GP1BB,CREB3L1,Human
GP1BB,CREB5,Human
GP1BB,JUNB,Human
GP1BB,APBB1,Human
GP1BB,TRAF6,Human
GP1BB,HCLS1,Human
GP1BB,NFATC1,Human
GP1BB,NFATC2,Human
GP1BB,NFATC3,Human
GP1BB,IRF9,Human
GP1BB,AR,Human
GP1BB,ELK1,Human
GP1BB,EPAS1,Human
GP1BB,MYC,Human
GP1BB,CEBPA,Human
GP1BB,SPI1,Human
GP1BB,BATF,Human
GP1BB,BATF3,Human
GP1BB,TGFB1,Human
GP1BB,TLR2,Human
GP1BB,PIAS4,Human
GP1BB,IL6,Human
GP1BB,APC,Human
GP1BB,F2,Human
GP1BB,CTR9,Human
GP1BB,EGF,Human
GP1BB,LIMD1,Human
GP1BB,HIF3A,Human
GP1BB,PGR,Human
GP1BB,MXD4,Human
GP1BB,TLR4,Human
GP1BB,HMGB1,Human
GP1BB,MAF1,Human
GP1BB,PDLIM7,Human
GP1BB,PDX1,Human
GP1BB,PTF1A,Human
GP1BB,ARHGAP35,Human
GP1BB,SOX9,Human
GP1BB,PSMD9,Human
GP1BB,IFNB1,Human
GP1BB,IFNG,Human
GP1BB,NFKB2,Human
GP1BB,SLA2,Human
GP1BB,UBE2K,Human
GP1BB,ASB9,Human
GP1BB,ASB8,Human
GP1BB,ASB6,Human
GP1BB,ASB4,Human
GP1BB,KNTC1,Human
GP1BB,AHCTF1,Human
GP1BB,CENPK,Human
GP1BB,MLXIPL,Human
GP1BB,AHRR,Human
GP1BB,RXRA,Human
GP1BB,ARNT,Human
GP1BB,AHR,Human
GP1BB,SREBF2,Human
GP1BB,NCOA2,Human
GP1BB,NCOA1,Human
GP1BB,SCD5,Human
GP1BB,NR1H4,Human
GP1BB,ARNT2,Human
GP1BB,BRCA1,Human
GP1BB,BRCA2,Human
GP1BB,RAD51,Human
GP1BB,ATM,Human
GP1BB,NOTCH2,Human
GP1BB,ELF3,Human
GP1BB,NOTCH4,Human
GP1BB,DAB2,Human
GP1BB,NF1,Human
GP1BB,NFKBIA,Human
GP1BB,AATF,Human
GP1BB,PRDM4,Human
GP1BB,MYCN,Human
GP1BB,MEN1,Human
GP1BB,JUP,Human
GP1BB,TAX1BP3,Human
GP1BB,SMAD7,Human
GP1BB,SNW1,Human
GP1BB,HSF1,Human
GP1BB,E2F3,Human
GP1BB,E2F1,Human
GP1BB,TFDP1,Human
GP1BB,TFDP2,Human
GP1BB,E2F2,Human
GP1BB,E2F5,Human
GP1BB,E2F4,Human
GP1BB,FOXM1,Human
GP1BB,FXR1,Human
GP1BB,SND1,Human
GP1BB,KIAA1549,Human
GP1BB,MECP2,Human
GP1BB,IRF3,Human
GP1BB,IRF7,Human
GP1BB,BRD2,Human
GP1BB,EP300,Human
GP1BB,RUNX3,Human
GP1BB,CBFB,Human
GP1BB,RUNX2,Human
GP1BB,MDM2,Human
GP1BB,FOXO4,Human
GP1BB,ING2,Human
GP1BB,NR3C2,Human
GP1BB,CEBPB,Human
GP1BB,NFE2L2,Human
GP1BB,NR3C1,Human
GP1BB,TULP4,Human
GP1BB,KCNIP3,Human
GP1BB,KHSRP,Human
GP1BB,HNRNPR,Human
GP1BB,PLRG1,Human
GP1BB,PQBP1,Human
GP1BB,SNRPB,Human
GP1BB,GCFC2,Human
GP1BB,FUS,Human
GP1BB,PAPOLA,Human
GP1BB,HNRNPK,Human
GP1BB,SNRPD1,Human
GP1BB,SRSF3,Human
GP1BB,U2AF1,Human
GP1BB,SRSF2,Human
GP1BB,SRSF1,Human
GP1BB,ELAVL2,Human
GP1BB,SRSF9,Human
GP1BB,SRSF5,Human
GP1BB,SRSF6,Human
GP1BB,HNRNPD,Human
GP1BB,RNPS1,Human
GP1BB,ALYREF,Human
GP1BB,SUGP1,Human
GP1BB,CTNNBL1,Human
GP1BB,DHX38,Human
GP1BB,CDC5L,Human
GP1BB,HNRNPUL1,Human
GP1BB,XAB2,Human
GP1BB,WBP11,Human
GP1BB,SRRM1,Human
GP1BB,UPF1,Human
GP1BB,UPF2,Human
RHBDF2,NOTCH2,Human
RHBDF2,NOTCH3,Human
RHBDF2,NOTCH4,Human
RHBDF2,TNF,Human
RHBDF2,JAG1,Human
RHBDF2,EGF,Human
RHBDF2,EGFR,Human
RHBDF2,SRC,Human
RHBDF2,FLT1,Human
RHBDF2,STAT5A,Human
RHBDF2,STAT5B,Human
RHBDF2,STAT3,Human
RHBDF2,RBPJL,Human
RHBDF2,DTX1,Human
RHBDF2,RBPJ,Human
RHBDF2,MAML3,Human
RHBDF2,MAML1,Human
RHBDF2,ZNF274,Human
RHBDF2,PRDM4,Human
RHBDF2,TRAF6,Human
RHBDF2,HEY1,Human
RHBDF2,HEY2,Human
RHBDF2,HEYL,Human
RHBDF2,HES1,Human
RHBDF2,HES5,Human
RHBDF2,HES6,Human
RHBDF2,CTNNB1,Human
RHBDF2,HIF1A,Human
RHBDF2,MYC,Human
RHBDF2,IL6,Human
RHBDF2,STAT1,Human
RHBDF2,MAPK3,Human
RHBDF2,RFC1,Human
RHBDF2,TRIM25,Human
RHBDF2,MAPK1,Human
RHBDF2,NFKB1,Human
RHBDF2,NFKBIA,Human
RHBDF2,RELA,Human
RHBDF2,REL,Human
RHBDF2,NFKBIB,Human
RHBDF2,SOS1,Human
RHBDF2,VHL,Human
RHBDF2,EPAS1,Human
RHBDF2,LIMD1,Human
RHBDF2,HIF3A,Human
RHBDF2,WWP1,Human
RHBDF2,PGR,Human
RHBDF2,MXD4,Human
RHBDF2,TRIM27,Human
RHBDF2,PTEN,Human
RHBDF2,EP300,Human
RHBDF2,CREBBP,Human
RHBDF2,KAT2B,Human
RHBDF2,RNPS1,Human
RHBDF2,UPF2,Human
RHBDF2,NFKB2,Human
RHBDF2,RELB,Human
RHBDF2,TRIM21,Human
RHBDF2,UBE2K,Human
RHBDF2,RNF4,Human
RHBDF2,ZBTB16,Human
RHBDF2,TRIM32,Human
RHBDF2,ASB9,Human
RHBDF2,RBCK1,Human
RHBDF2,ASB8,Human
RHBDF2,SMURF2,Human
RHBDF2,RNF19A,Human
RHBDF2,RLIM,Human
RHBDF2,ASB6,Human
RHBDF2,RNF14,Human
RHBDF2,FBXO7,Human
RHBDF2,ASB4,Human
RHBDF2,EEF1A1,Human
RHBDF2,FOS,Human
RHBDF2,PSMD9,Human
RHBDF2,MAPK8,Human
RHBDF2,AATF,Human
RHBDF2,SMAD7,Human
RHBDF2,TGFB1,Human
RHBDF2,GLI1,Human
RHBDF2,GLI2,Human
RHBDF2,GLI3,Human
RHBDF2,NF1,Human
RHBDF2,TLE1,Human
RHBDF2,TLE2,Human
RHBDF2,TLE3,Human
RHBDF2,SUFU,Human
RHBDF2,TSG101,Human
RHBDF2,HSF1,Human
RHBDF2,ATM,Human
RHBDF2,MDM4,Human
RHBDF2,PTTG1,Human
RHBDF2,TP53,Human
RHBDF2,RB1,Human
RHBDF2,CDKN1A,Human
RHBDF2,MDM2,Human
RHBDF2,RBL2,Human
RHBDF2,CDKN2A,Human
RHBDF2,TLR4,Human
RHBDF2,IRF3,Human
RHBDF2,NR1H2,Human
RHBDF2,NR1H3,Human
RHBDF2,BIN1,Human
RHBDF2,TP73,Human
RHBDF2,RUNX3,Human
RHBDF2,RUNX2,Human
RHBDF2,HIVEP3,Human
RHBDF2,JMY,Human
RHBDF2,BACH1,Human
RHBDF2,NFE2L2,Human
RHBDF2,TSC22D3,Human
RHBDF2,HLTF,Human
RHBDF2,SHPRH,Human
RHBDF2,CTR9,Human
RHBDF2,EIF5B,Human
RHBDF2,PER2,Human
RHBDF2,PER1,Human
RHBDF2,CRY1,Human
RHBDF2,HNRNPD,Human
RHBDF2,RAD51B,Human
RHBDF2,XRCC3,Human
RHBDF2,BRCA1,Human
RHBDF2,BRCA2,Human
RHBDF2,RAD51,Human
RHBDF2,KAT5,Human
RHBDF2,BARD1,Human
RHBDF2,BRIP1,Human
RHBDF2,KDM4B,Human
RHBDF2,NSD2,Human
RHBDF2,TP53BP1,Human
RHBDF2,PIAS4,Human
RHBDF2,UIMC1,Human
RHBDF2,XPC,Human
RHBDF2,DDB1,Human
RHBDF2,DDB2,Human
RHBDF2,ERCC2,Human
RHBDF2,ERCC3,Human
RHBDF2,GTF2H1,Human
RHBDF2,GTF2H2,Human
RHBDF2,GTF2H3,Human
RHBDF2,GTF2H4,Human
RHBDF2,TCEA1,Human
RHBDF2,ERCC6,Human
RHBDF2,ERCC8,Human
RHBDF2,XAB2,Human
RHBDF2,SMG6,Human
RHBDF2,UPF1,Human
RHBDF2,SMG1,Human
S1PR5,RASGRF1,Human
S1PR5,SRC,Human
S1PR5,MAPK1,Human
S1PR5,MAPK3,Human
S1PR5,MAPK14,Human
S1PR5,MAPK8,Human
S1PR5,MAPK11,Human
S1PR5,MAPK9,Human
S1PR5,MAPK10,Human
S1PR5,MAPK13,Human
S1PR5,MAPK12,Human
S1PR5,ESR1,Human
S1PR5,ESR2,Human
S1PR5,PTEN,Human
S1PR5,NME2,Human
S1PR5,AKT3,Human
S1PR5,AKT1,Human
S1PR5,AKT2,Human
S1PR5,PRKCA,Human
S1PR5,EGFR,Human
S1PR5,FLT1,Human
S1PR5,FOXO6,Human
S1PR5,FOXO1,Human
S1PR5,FOXO3,Human
S1PR5,FOXO4,Human
S1PR5,SOS1,Human
S1PR5,SOS2,Human
S1PR5,HIF1A,Human
S1PR5,PPARGC1A,Human
S1PR5,SREBF1,Human
S1PR5,SIRT1,Human
S1PR5,CDKN2A,Human
S1PR5,PPP3R1,Human
S1PR5,KLF2,Human
S1PR5,HDAC5,Human
S1PR5,HDAC4,Human
S1PR5,CREB1,Human
S1PR5,TEAD1,Human
S1PR5,TEAD4,Human
S1PR5,TEAD3,Human
S1PR5,TEAD2,Human
S1PR5,GATA4,Human
S1PR5,NFKB1,Human
S1PR5,RELA,Human
S1PR5,FOS,Human
S1PR5,JUN,Human
S1PR5,BIN1,Human
S1PR5,CRY1,Human
S1PR5,CREBBP,Human
S1PR5,EP300,Human
S1PR5,ATF4,Human
S1PR5,CREB3,Human
S1PR5,ATF2,Human
S1PR5,ATF6B,Human
S1PR5,CREB3L4,Human
S1PR5,CREB3L2,Human
S1PR5,CREB3L3,Human
S1PR5,CREB3L1,Human
S1PR5,CREB5,Human
S1PR5,THRA,Human
S1PR5,ATF1,Human
S1PR5,SMAD2,Human
S1PR5,NR1H3,Human
S1PR5,NR1H2,Human
S1PR5,PSMD9,Human
S1PR5,TRIM24,Human
S1PR5,BCR,Human
S1PR5,CUX1,Human
S1PR5,LRRFIP1,Human
S1PR5,CNTRL,Human
S1PR5,ZMYM2,Human
S1PR5,PDGFB,Human
S1PR5,PDGFA,Human
S1PR5,ARHGAP35,Human
S1PR5,ABL1,Human
S1PR5,CTNNB1,Human
S1PR5,IL2,Human
S1PR5,STAT3,Human
S1PR5,STAT1,Human
S1PR5,STAT5A,Human
S1PR5,STAT5B,Human
S1PR5,STAT4,Human
S1PR5,MLXIPL,Human
S1PR5,AHRR,Human
S1PR5,RXRA,Human
S1PR5,ARNT,Human
S1PR5,AHR,Human
S1PR5,SREBF2,Human
S1PR5,NCOA2,Human
S1PR5,NCOA1,Human
S1PR5,SCD5,Human
S1PR5,NR1H4,Human
S1PR5,ARNT2,Human
S1PR5,JUP,Human
S1PR5,NF1,Human
S1PR5,F2,Human
S1PR5,MEN1,Human
S1PR5,EGF,Human
S1PR5,KNTC1,Human
S1PR5,AHCTF1,Human
S1PR5,CENPK,Human
S1PR5,TAX1BP3,Human
S1PR5,TGFB1,Human
S1PR5,TULP3,Human
S1PR5,TRAF6,Human
S1PR5,RB1CC1,Human
S1PR5,CCND1,Human
S1PR5,CDKN1A,Human
S1PR5,FXR1,Human
S1PR5,SND1,Human
S1PR5,KIAA1549,Human
S1PR5,NPM1,Human
S1PR5,ETV6,Human
S1PR5,TRIP11,Human
S1PR5,TLR4,Human
S1PR5,TP53,Human
S1PR5,BRD2,Human
S1PR5,RUNX3,Human
S1PR5,CBFB,Human
S1PR5,HDAC3,Human
S1PR5,TBL1X,Human
S1PR5,NCOR1,Human
S1PR5,MECP2,Human
S1PR5,NCOR2,Human
S1PR5,KCNIP3,Human
S1PR3,EGFR,Human
S1PR3,RASGRF1,Human
S1PR3,SRC,Human
S1PR3,MAPK1,Human
S1PR3,MAPK3,Human
S1PR3,MAPK14,Human
S1PR3,MAPK8,Human
S1PR3,MAPK11,Human
S1PR3,MAPK9,Human
S1PR3,MAPK10,Human
S1PR3,MAPK13,Human
S1PR3,MAPK12,Human
S1PR3,SOS1,Human
S1PR3,PTEN,Human
S1PR3,ESR1,Human
S1PR3,ESR2,Human
S1PR3,FOS,Human
S1PR3,HIF1A,Human
S1PR3,BIN1,Human
S1PR3,NME2,Human
S1PR3,SOS2,Human
S1PR3,AKT3,Human
S1PR3,AKT1,Human
S1PR3,AKT2,Human
S1PR3,PRKCA,Human
S1PR3,TSG101,Human
S1PR3,FLT1,Human
S1PR3,STAT5A,Human
S1PR3,STAT5B,Human
S1PR3,IKBKB,Human
S1PR3,IKBKG,Human
S1PR3,FOXO6,Human
S1PR3,FOXO1,Human
S1PR3,FOXO3,Human
S1PR3,FOXO4,Human
S1PR3,PPP3R1,Human
S1PR3,PPARGC1A,Human
S1PR3,SREBF1,Human
S1PR3,SIRT1,Human
S1PR3,CDKN2A,Human
S1PR3,NOTCH2,Human
S1PR3,NOTCH3,Human
S1PR3,NOTCH4,Human
S1PR3,KLF2,Human
S1PR3,HDAC5,Human
S1PR3,HDAC4,Human
S1PR3,CREB1,Human
S1PR3,TEAD1,Human
S1PR3,TEAD4,Human
S1PR3,TEAD3,Human
S1PR3,TEAD2,Human
S1PR3,CTNNB1,Human
S1PR3,GATA4,Human
S1PR3,NFKB1,Human
S1PR3,RELA,Human
S1PR3,JUN,Human
S1PR3,CRY1,Human
S1PR3,CREBBP,Human
S1PR3,EP300,Human
S1PR3,ATF4,Human
S1PR3,CREB3,Human
S1PR3,ATF2,Human
S1PR3,ATF6B,Human
S1PR3,CREB3L4,Human
S1PR3,CREB3L2,Human
S1PR3,CREB3L3,Human
S1PR3,CREB3L1,Human
S1PR3,CREB5,Human
S1PR3,THRA,Human
S1PR3,ATF1,Human
S1PR3,SMAD2,Human
S1PR3,NR1H3,Human
S1PR3,NR1H2,Human
S1PR3,TRAF6,Human
S1PR3,HCLS1,Human
S1PR3,TLR2,Human
S1PR3,TNF,Human
S1PR3,MYC,Human
S1PR3,BATF,Human
S1PR3,BATF3,Human
S1PR3,IL6,Human
S1PR3,PSMD9,Human
S1PR3,RFC1,Human
S1PR3,TRIM25,Human
S1PR3,NFKBIA,Human
S1PR3,REL,Human
S1PR3,NFKBIB,Human
S1PR3,NFATC1,Human
S1PR3,NFATC3,Human
S1PR3,NFATC2,Human
S1PR3,TRIM24,Human
S1PR3,BCR,Human
S1PR3,CUX1,Human
S1PR3,LRRFIP1,Human
S1PR3,CNTRL,Human
S1PR3,ZMYM2,Human
S1PR3,EGF,Human
S1PR3,VHL,Human
S1PR3,EPAS1,Human
S1PR3,LIMD1,Human
S1PR3,HIF3A,Human
S1PR3,WWP1,Human
S1PR3,PGR,Human
S1PR3,MXD4,Human
S1PR3,TLR4,Human
S1PR3,HMGB1,Human
S1PR3,PDGFB,Human
S1PR3,PDGFA,Human
S1PR3,TRIM27,Human
S1PR3,ARHGAP35,Human
S1PR3,ABL1,Human
S1PR3,RNPS1,Human
S1PR3,UPF2,Human
S1PR3,IL2,Human
S1PR3,STAT3,Human
S1PR3,STAT1,Human
S1PR3,NFKB2,Human
S1PR3,RELB,Human
S1PR3,SLA2,Human
S1PR3,STAT4,Human
S1PR3,IFNG,Human
S1PR3,IFNB1,Human
S1PR3,STAT2,Human
S1PR3,TRIM21,Human
S1PR3,UBE2K,Human
S1PR3,RNF4,Human
S1PR3,ZBTB16,Human
S1PR3,TRIM32,Human
S1PR3,ASB9,Human
S1PR3,RBCK1,Human
S1PR3,ASB8,Human
S1PR3,SMURF2,Human
S1PR3,RNF19A,Human
S1PR3,RLIM,Human
S1PR3,ASB6,Human
S1PR3,RNF14,Human
S1PR3,FBXO7,Human
S1PR3,ASB4,Human
S1PR3,MLXIPL,Human
S1PR3,AHRR,Human
S1PR3,ENO1,Human
S1PR3,RXRA,Human
S1PR3,ARNT,Human
S1PR3,AHR,Human
S1PR3,SREBF2,Human
S1PR3,NCOA2,Human
S1PR3,NCOA1,Human
S1PR3,SCD5,Human
S1PR3,NR1H4,Human
S1PR3,ARNT2,Human
S1PR3,EEF1A1,Human
S1PR3,JAG1,Human
S1PR3,DAB2,Human
S1PR3,APC,Human
S1PR3,JUP,Human
S1PR3,NF1,Human
S1PR3,SMAD7,Human
S1PR3,TGFB1,Human
S1PR3,GLI1,Human
S1PR3,GLI2,Human
S1PR3,GLI3,Human
S1PR3,TLE1,Human
S1PR3,TLE2,Human
S1PR3,TLE3,Human
S1PR3,SUFU,Human
S1PR3,F2,Human
S1PR3,MEN1,Human
S1PR3,KNTC1,Human
S1PR3,AHCTF1,Human
S1PR3,CENPK,Human
S1PR3,TAX1BP3,Human
S1PR3,SFPQ,Human
S1PR3,CCND1,Human
S1PR3,KHDRBS1,Human
S1PR3,KHDRBS2,Human
S1PR3,TULP3,Human
S1PR3,RB1CC1,Human
S1PR3,HSF1,Human
S1PR3,ATM,Human
S1PR3,CDKN1A,Human
S1PR3,MDM4,Human
S1PR3,PTTG1,Human
S1PR3,TP53,Human
S1PR3,RB1,Human
S1PR3,MDM2,Human
S1PR3,RBL2,Human
S1PR3,FXR1,Human
S1PR3,SND1,Human
S1PR3,KIAA1549,Human
S1PR3,NPM1,Human
S1PR3,ETV6,Human
S1PR3,TRIP11,Human
S1PR3,MECP2,Human
S1PR3,IRF3,Human
S1PR3,IRF7,Human
S1PR3,BRD2,Human
S1PR3,RUNX3,Human
S1PR3,CBFB,Human
S1PR3,TP73,Human
S1PR3,RUNX2,Human
S1PR3,HIVEP3,Human
S1PR3,JMY,Human
S1PR3,HDAC3,Human
S1PR3,TBL1X,Human
S1PR3,NCOR1,Human
S1PR3,NCOR2,Human
S1PR3,RUNX1,Human
S1PR3,BACH1,Human
S1PR3,NFE2L2,Human
S1PR3,TSC22D3,Human
S1PR3,HLTF,Human
S1PR3,SHPRH,Human
S1PR3,CTR9,Human
S1PR3,EIF5B,Human
S1PR3,KCNIP3,Human
S1PR3,PER2,Human
S1PR3,PER1,Human
S1PR3,HNRNPD,Human
S1PR3,RAD51B,Human
S1PR3,XRCC3,Human
S1PR3,BRCA1,Human
S1PR3,BRCA2,Human
S1PR3,RAD51,Human
S1PR3,KAT5,Human
S1PR3,BARD1,Human
S1PR3,BRIP1,Human
S1PR3,KDM4B,Human
S1PR3,NSD2,Human
S1PR3,TP53BP1,Human
S1PR3,PIAS4,Human
S1PR3,UIMC1,Human
S1PR3,XPC,Human
S1PR3,DDB1,Human
S1PR3,DDB2,Human
S1PR3,ERCC2,Human
S1PR3,ERCC3,Human
S1PR3,GTF2H1,Human
S1PR3,GTF2H2,Human
S1PR3,GTF2H3,Human
S1PR3,GTF2H4,Human
S1PR3,TCEA1,Human
S1PR3,ERCC6,Human
S1PR3,ERCC8,Human
S1PR3,XAB2,Human
S1PR3,GCFC2,Human
S1PR3,PAPOLA,Human
S1PR3,SMG6,Human
S1PR3,UPF1,Human
S1PR3,SMG1,Human
ADCY7,NME2,Human
ADCY7,SIRT2,Human
ADCY7,SIRT3,Human
ADCY7,SIRT1,Human
ADCY7,SIRT7,Human
ADCY7,ESR1,Human
ADCY7,ESR2,Human
ADCY7,FOS,Human
ADCY7,JUN,Human
ADCY7,MED1,Human
ADCY7,SP1,Human
ADCY7,NCOA3,Human
ADCY7,RASGRF1,Human
ADCY7,MAPK8,Human
ADCY7,MAPK9,Human
ADCY7,MAPK10,Human
ADCY7,CREB3,Human
ADCY7,CREB1,Human
ADCY7,CREBBP,Human
ADCY7,CREB3L4,Human
ADCY7,EP300,Human
ADCY7,GLI3,Human
ADCY7,NFATC1,Human
ADCY7,NFKB1,Human
ADCY7,NFKBIA,Human
ADCY7,PPARA,Human
ADCY7,RELA,Human
ADCY7,CREB3L2,Human
ADCY7,SOX9,Human
ADCY7,CREB3L3,Human
ADCY7,CREB3L1,Human
ADCY7,CREB5,Human
ADCY7,EHMT2,Human
ADCY7,FOXO1,Human
ADCY7,FOXO3,Human
ADCY7,EHMT1,Human
ADCY7,MAPK14,Human
ADCY7,MAPK11,Human
ADCY7,MAPK13,Human
ADCY7,MAPK12,Human
ADCY7,ATF2,Human
ADCY7,ATF6B,Human
ADCY7,ATF4,Human
ADCY7,CTNNB1,Human
ADCY7,GLI1,Human
ADCY7,GLI2,Human
ADCY7,PRKCA,Human
ADCY7,MAPK1,Human
ADCY7,MAPK3,Human
ADCY7,PDX1,Human
ADCY7,TTF1,Human
ADCY7,PAX8,Human
ADCY7,TTF2,Human
ADCY7,ATF1,Human
ADCY7,NR5A1,Human
ADCY7,NR4A1,Human
ADCY7,PBX1,Human
ADCY7,MEF2A,Human
ADCY7,MEF2C,Human
ADCY7,MEF2D,Human
ADCY7,NR4A2,Human
ADCY7,RUNX2,Human
ADCY7,MLXIPL,Human
ADCY7,SUFU,Human
ADCY7,HSF1,Human
ADCY7,PSMD9,Human
ADCY7,BIN1,Human
ADCY7,HDAC3,Human
ADCY7,TBL1X,Human
ADCY7,NCOR1,Human
ADCY7,MECP2,Human
ADCY7,NCOR2,Human
ADCY7,KCNIP3,Human
ADCY7,TSG101,Human
ADCY7,ENO1,Human
ADCY7,DNMT1,Human
ADCY7,DNMT3A,Human
ADCY7,PTEN,Human
ADCY7,CERS2,Human
ADCY7,STAT3,Human
ADCY7,SRC,Human
ADCY7,AKT3,Human
ADCY7,AKT1,Human
ADCY7,AKT2,Human
ADCY7,EGFR,Human
ADCY7,FLT1,Human
ADCY7,RGS14,Human
ADCY7,ID1,Human
ADCY7,STAT1,Human
ADCY7,STAT2,Human
ADCY7,STAT5B,Human
ADCY7,FOXO6,Human
ADCY7,FOXO4,Human
ADCY7,CCND1,Human
ADCY7,PPP3R1,Human
ADCY7,HIF1A,Human
ADCY7,NRBF2,Human
ADCY7,RB1CC1,Human
ADCY7,MYC,Human
ADCY7,PPARGC1A,Human
ADCY7,SREBF1,Human
ADCY7,PPARG,Human
ADCY7,FOXA2,Human
ADCY7,STAT4,Human
ADCY7,STAT5A,Human
ADCY7,STAT6,Human
ADCY7,CDKN2A,Human
ADCY7,HIPK2,Human
ADCY7,MDM2,Human
ADCY7,APC,Human
ADCY7,NOTCH2,Human
ADCY7,NOTCH3,Human
ADCY7,NOTCH4,Human
ADCY7,KLF2,Human
ADCY7,HDAC5,Human
ADCY7,HDAC4,Human
ADCY7,WWTR1,Human
ADCY7,GATA4,Human
ADCY7,HCLS1,Human
ADCY7,YBX3,Human
ADCY7,CEBPB,Human
ADCY7,NFATC2,Human
ADCY7,NFATC3,Human
ADCY7,CRY1,Human
ADCY7,NPAS2,Human
ADCY7,PER1,Human
ADCY7,PER3,Human
ADCY7,PER2,Human
